05_L1_K3_t;05_L1_K3_I;05_L2_K3_t;05_L2_K3_I;05_L3_K3_t;05_L3_K3_I;05_L1_PAC1_t;05_L1_PAC1_I;05_L2_PAC1_t;05_L2_PAC1_I;05_L3_PAC1_t;05_L3_PAC1_I;05_L1_PAC2_t;05_L1_PAC2_I;05_L2_PAC2_t;05_L2_PAC2_I;05_L3_PAC2_t;05_L3_PAC2_I;05_L1_Rogowsikeinspeisung_t;05_L1_Rogowsikeinspeisung_I;05_L2_Rogowsikeinspeisung_t;05_L2_Rogowsikeinspeisung_I;05_L3_Rogowsikeinspeisung_t;05_L3_Rogowsikeinspeisung_I;20_L1_K3_t;20_L1_K3_I;20_L2_K3_t;20_L2_K3_I;20_L3_K3_t;20_L3_K3_I;20_L1_PAC1_t;20_L1_PAC1_I;20_L2_PAC1_t;20_L2_PAC1_I;20_L3_PAC1_t;20_L3_PAC1_I;20_L1_PAC2_t;20_L1_PAC2_I;20_L2_PAC2_t;20_L2_PAC2_I;20_L3_PAC2_t;20_L3_PAC2_I;20_L1_Rogowsikeinspeisung_t;20_L1_Rogowsikeinspeisung_I;20_L2_Rogowsikeinspeisung_t;20_L2_Rogowsikeinspeisung_I;20_L3_Rogowsikeinspeisung_t;20_L3_Rogowsikeinspeisung_I;50_L1_K3_t;50_L1_K3_I;50_L2_K3_t;50_L2_K3_I;50_L3_K3_t;50_L3_K3_I;50_L1_PAC1_t;50_L1_PAC1_I;50_L2_PAC1_t;50_L2_PAC1_I;50_L3_PAC1_t;50_L3_PAC1_I;50_L1_PAC2_t;50_L1_PAC2_I;50_L2_PAC2_t;50_L2_PAC2_I;50_L3_PAC2_t;50_L3_PAC2_I;50_L1_Rogowsikeinspeisung_t;50_L1_Rogowsikeinspeisung_I;50_L2_Rogowsikeinspeisung_t;50_L2_Rogowsikeinspeisung_I;50_L3_Rogowsikeinspeisung_t;50_L3_Rogowsikeinspeisung_I;80_L1_K3_t;80_L1_K3_I;80_L2_K3_t;80_L2_K3_I;80_L3_K3_t;80_L3_K3_I;80_L1_PAC1_t;80_L1_PAC1_I;80_L2_PAC1_t;80_L2_PAC1_I;80_L3_PAC1_t;80_L3_PAC1_I;80_L1_PAC2_t;80_L1_PAC2_I;80_L2_PAC2_t;80_L2_PAC2_I;80_L3_PAC2_t;80_L3_PAC2_I;80_L1_Rogowsikeinspeisung_t;80_L1_Rogowsikeinspeisung_I;80_L2_Rogowsikeinspeisung_t;80_L2_Rogowsikeinspeisung_I;80_L3_Rogowsikeinspeisung_t;80_L3_Rogowsikeinspeisung_I;90_L1_K3_t;90_L1_K3_I;90_L2_K3_t;90_L2_K3_I;90_L3_K3_t;90_L3_K3_I;90_L1_PAC1_t;90_L1_PAC1_I;90_L2_PAC1_t;90_L2_PAC1_I;90_L3_PAC1_t;90_L3_PAC1_I;90_L1_PAC2_t;90_L1_PAC2_I;90_L2_PAC2_t;90_L2_PAC2_I;90_L3_PAC2_t;90_L3_PAC2_I;90_L1_Rogowsikeinspeisung_t;90_L1_Rogowsikeinspeisung_I;90_L2_Rogowsikeinspeisung_t;90_L2_Rogowsikeinspeisung_I;90_L3_Rogowsikeinspeisung_t;90_L3_Rogowsikeinspeisung_I;100_L1_K3_t;100_L1_K3_I;100_L2_K3_t;100_L2_K3_I;100_L3_K3_t;100_L3_K3_I;100_L1_PAC1_t;100_L1_PAC1_I;100_L2_PAC1_t;100_L2_PAC1_I;100_L3_PAC1_t;100_L3_PAC1_I;100_L1_PAC2_t;100_L1_PAC2_I;100_L2_PAC2_t;100_L2_PAC2_I;100_L3_PAC2_t;100_L3_PAC2_I;100_L1_Rogowsikeinspeisung_t;100_L1_Rogowsikeinspeisung_I;100_L2_Rogowsikeinspeisung_t;100_L2_Rogowsikeinspeisung_I;100_L3_Rogowsikeinspeisung_t;100_L3_Rogowsikeinspeisung_I;120_L1_K3_t;120_L1_K3_I;120_L2_K3_t;120_L2_K3_I;120_L3_K3_t;120_L3_K3_I;120_L1_PAC1_t;120_L1_PAC1_I;120_L2_PAC1_t;120_L2_PAC1_I;120_L3_PAC1_t;120_L3_PAC1_I;120_L1_PAC2_t;120_L1_PAC2_I;120_L2_PAC2_t;120_L2_PAC2_I;120_L3_PAC2_t;120_L3_PAC2_I;120_L1_Rogowsikeinspeisung_t;120_L1_Rogowsikeinspeisung_I;120_L2_Rogowsikeinspeisung_t;120_L2_Rogowsikeinspeisung_I;120_L3_Rogowsikeinspeisung_t;120_L3_Rogowsikeinspeisung_I
464;200.52082824707;464;193.576385498047;464;187.5;464;201.072082519531;464;200.420959472656;464;202.092086791992;464;201.032348632813;464;201.011215209961;464;202.476303100586;464;193.865753173828;464;206.886566162109;464;193.865753173828;464;802.951354980469;464;775.173583984375;464;779.513854980469;464;806.277038574219;464;787.271423339844;464;801.369445800781;464;804.857788085938;464;788.585510253906;464;801.422668457031;464;794.270874023438;464;797.164367675781;464;794.270874023438;464;1996.52783203125;464;1990.45141601563;464;1998.26391601563;464;1960.44140625;464;1992.37463378906;464;2015.63159179688;464;1955.16284179688;464;2008.91357421875;464;2014.60791015625;464;1942.99768066406;464;2008.10180664063;464;1942.99768066406;464;3239.58349609375;464;3196.1806640625;464;3183.15991210938;464;3218.6162109375;464;3203.89819335938;464;3196.49389648438;464;3211.12548828125;464;3206.248046875;464;3193.87377929688;464;3188.65747070313;464;3227.71997070313;464;3188.65747070313;464;3632.8125;464;3609.375;464;3592.01391601563;464;3609.994140625;464;3617.60864257813;464;3586.19213867188;464;3602.349609375;464;3606.40283203125;464;3582.95361328125;464;3573.49536132813;464;3645.83349609375;464;3573.49536132813;464;4017.36108398438;464;3961.80541992188;464;3960.9375;464;3988.14794921875;464;3968.71044921875;464;3974.21704101563;464;3980.09252929688;464;3970.85302734375;464;4339.10693359375;464;3949.65283203125;464;4172.45361328125;464;3949.65283203125;464;4835.9375;464;4799.47900390625;464;4773.4375;464;4804.197265625;464;4807.6513671875;464;4783.84423828125;464;4790.29638671875;464;4796.67626953125;464;5136.03125;464;4756.9443359375;464;5041.95654296875;464;4756.9443359375
465;199.652770996094;465;193.576385498047;465;186.631942749023;465;201.038757324219;465;200.330383300781;465;202.114288330078;465;201.048950195313;465;201.011215209961;465;202.476303100586;465;193.865753173828;465;205.439819335938;465;193.865753173828;465;802.951354980469;465;775.173583984375;465;779.513854980469;465;806.262756347656;465;787.527587890625;465;801.542907714844;465;804.838317871094;465;788.711975097656;465;801.6640625;465;794.270874023438;465;797.164367675781;465;794.270874023438;465;2022.56945800781;465;1996.52783203125;465;2000.0;465;1960.85485839844;465;2003.93725585938;465;2015.728515625;465;1956.59741210938;465;2009.55224609375;465;2014.8212890625;465;1942.99768066406;465;2009.54858398438;465;1942.99768066406;465;3238.71508789063;465;3197.04858398438;465;3183.15991210938;465;3218.80395507813;465;3204.23461914063;465;3196.35961914063;465;3212.333984375;465;3206.248046875;465;3193.87377929688;465;3187.21044921875;465;3227.71997070313;465;3187.21044921875;465;3630.20825195313;465;3595.48608398438;465;3572.04858398438;465;3610.04077148438;465;3608.06127929688;465;3585.966796875;465;3602.35766601563;465;3607.0615234375;465;3582.61987304688;465;3573.49536132813;465;3645.83349609375;465;3573.49536132813;465;4017.36108398438;465;3962.673828125;465;3960.9375;465;3989.59057617188;465;3969.63061523438;465;3973.41845703125;465;3981.17456054688;465;3972.3427734375;465;4337.8369140625;465;3949.65283203125;465;4172.45361328125;465;3949.65283203125;465;4835.9375;465;4798.61083984375;465;4771.701171875;465;4804.806640625;465;4808.3232421875;465;4797.6201171875;465;4790.85107421875;465;4808.19677734375;465;5157.509765625;465;4756.9443359375;465;5041.95654296875;465;4756.9443359375
466;200.52082824707;466;193.576385498047;466;186.631942749023;466;201.038757324219;466;200.330383300781;466;202.034851074219;466;201.000061035156;466;200.932495117188;466;202.380294799805;466;193.865753173828;466;206.886566162109;466;193.865753173828;466;802.951354980469;466;775.173583984375;466;779.513854980469;466;806.151489257813;466;787.449768066406;466;801.466003417969;466;804.77197265625;466;788.639465332031;466;801.533752441406;466;794.270874023438;466;798.611145019531;466;794.270874023438;466;2024.30554199219;466;1998.26391601563;466;2000.0;466;1968.64477539063;466;2007.47180175781;466;2016.06176757813;466;1970.27416992188;466;2009.64709472656;466;2014.84826660156;466;1960.35876464844;466;2009.54858398438;466;1960.35876464844;466;3239.58349609375;466;3197.04858398438;466;3183.15991210938;466;3219.41528320313;466;3204.48388671875;466;3196.8369140625;466;3212.1044921875;466;3206.40209960938;466;3194.19311523438;466;3187.21044921875;466;3227.71997070313;466;3187.21044921875;466;3631.94458007813;466;3597.22216796875;466;3572.91674804688;466;3609.36450195313;466;3604.255859375;466;3586.47485351563;466;3601.10180664063;466;3607.11010742188;466;3583.2265625;466;3572.04858398438;466;3634.25952148438;466;3572.04858398438;466;4016.4931640625;466;3962.673828125;466;3960.06958007813;466;3989.37255859375;466;3971.2314453125;466;3986.06811523438;466;3981.26953125;466;3983.72705078125;466;4362.3779296875;466;3951.099609375;466;4172.45361328125;466;3951.099609375;466;4837.673828125;466;4798.61083984375;466;4771.701171875;466;4803.5810546875;466;4807.61767578125;466;4809.796875;466;4790.79638671875;466;4808.30322265625;466;5161.7587890625;466;4756.9443359375;466;5041.95654296875;466;4756.9443359375
467;199.652770996094;467;193.576385498047;467;187.5;467;200.972076416016;467;200.367050170898;467;202.049743652344;467;200.95947265625;467;200.923187255859;467;202.473159790039;467;193.865753173828;467;206.886566162109;467;193.865753173828;467;802.951354980469;467;775.173583984375;467;779.513854980469;467;806.187561035156;467;787.53564453125;467;801.175415039063;467;804.806823730469;467;788.780212402344;467;801.194458007813;467;795.717590332031;467;798.611145019531;467;795.717590332031;467;2023.4375;467;1998.26391601563;467;2000.0;467;2003.58605957031;467;2007.75378417969;467;2014.95007324219;467;1970.27416992188;467;2008.19567871094;467;2013.86853027344;467;1989.2939453125;467;2024.01623535156;467;1989.2939453125;467;3239.58349609375;467;3197.04858398438;467;3183.15991210938;467;3218.70947265625;467;3204.5771484375;467;3197.0341796875;467;3211.4814453125;467;3206.40209960938;467;3194.19311523438;467;3187.21044921875;467;3229.16650390625;467;3187.21044921875;467;3631.076171875;467;3596.35424804688;467;3572.04858398438;467;3606.07080078125;467;3604.56665039063;467;3586.99609375;467;3598.10278320313;467;3606.97119140625;467;3584.34692382813;467;3572.04858398438;467;3634.25952148438;467;3572.04858398438;467;4018.22924804688;467;3961.80541992188;467;3960.06958007813;467;3989.86254882813;467;3970.2607421875;467;4010.603515625;467;3981.88403320313;467;3987.74169921875;467;4376.5078125;467;3951.099609375;467;4172.45361328125;467;3951.099609375;467;4839.40966796875;467;4813.3681640625;467;4791.66650390625;467;4804.2666015625;467;4807.61767578125;467;4809.796875;467;4790.77294921875;467;4808.55029296875;467;5161.7060546875;467;4756.9443359375;467;5041.95654296875;467;4756.9443359375
468;199.652770996094;468;193.576385498047;468;187.5;468;200.972076416016;468;200.353454589844;468;202.060409545898;468;200.95947265625;468;200.934432983398;468;202.419097900391;468;193.865753173828;468;206.886566162109;468;193.865753173828;468;802.951354980469;468;775.173583984375;468;779.513854980469;468;806.345275878906;468;787.638427734375;468;801.052551269531;468;804.927307128906;468;788.55810546875;468;801.094543457031;468;795.717590332031;468;798.611145019531;468;795.717590332031;468;2024.30554199219;468;1999.13195800781;468;2000.0;468;2011.75964355469;468;2008.28735351563;468;2015.13610839844;468;2007.01184082031;468;2008.94921875;468;2014.10815429688;468;1992.1875;468;2026.90979003906;468;1992.1875;468;3237.84716796875;468;3196.1806640625;468;3183.15991210938;468;3218.0439453125;468;3204.56103515625;468;3197.69775390625;468;3210.66796875;468;3206.70141601563;468;3195.05859375;468;3187.21044921875;468;3229.16650390625;468;3187.21044921875;468;3631.076171875;468;3597.22216796875;468;3572.91674804688;468;3606.5048828125;468;3604.73950195313;468;3587.125;468;3599.26342773438;468;3607.28735351563;468;3583.68798828125;468;3570.60205078125;468;3632.8125;468;3570.60205078125;468;4019.96533203125;468;3973.09033203125;468;3973.09033203125;468;3990.38110351563;468;3970.37231445313;468;4010.06689453125;468;3982.43798828125;468;3986.36010742188;468;4378.05126953125;468;3949.65283203125;468;4172.45361328125;468;3949.65283203125;468;4841.14599609375;468;4814.236328125;468;4796.875;468;4803.71826171875;468;4816.9755859375;468;4804.68408203125;468;4789.49853515625;468;4809.22216796875;468;5163.07568359375;468;4756.9443359375;468;5049.18994140625;468;4756.9443359375
469;199.652770996094;469;193.576385498047;469;186.631942749023;469;200.997741699219;469;200.286392211914;469;202.005905151367;469;200.999649047852;469;200.900024414063;469;202.371627807617;469;193.865753173828;469;206.886566162109;469;193.865753173828;469;802.951354980469;469;775.173583984375;469;778.645812988281;469;806.204284667969;469;787.551696777344;469;801.074462890625;469;804.933715820313;469;788.730712890625;469;801.131958007813;469;794.270874023438;469;798.611145019531;469;794.270874023438;469;2024.30554199219;469;1998.26391601563;469;1999.13195800781;469;2011.9228515625;469;2008.48254394531;469;2015.07385253906;469;2007.01184082031;469;2009.13806152344;469;2014.04260253906;469;1992.1875;469;2026.90979003906;469;1992.1875;469;3240.45141601563;469;3197.04858398438;469;3184.02783203125;469;3219.08935546875;469;3204.25952148438;469;3197.82202148438;469;3211.45556640625;469;3207.08520507813;469;3194.82958984375;469;3187.21044921875;469;3227.71997070313;469;3187.21044921875;469;3631.94458007813;469;3597.22216796875;469;3573.78466796875;469;3607.49047851563;469;3604.99072265625;469;3586.25830078125;469;3599.54077148438;469;3607.501953125;469;3583.05932617188;469;3570.60205078125;469;3632.8125;469;3570.60205078125;469;4023.4375;469;3979.16650390625;469;3996.52783203125;469;3990.07934570313;469;3977.64111328125;469;4009.76513671875;469;3981.96557617188;469;3986.56591796875;469;4376.353515625;469;3949.65283203125;469;4175.34716796875;469;3949.65283203125;469;4841.14599609375;469;4813.3681640625;469;4797.7431640625;469;4803.71826171875;469;4821.15673828125;469;4804.68408203125;469;4791.11865234375;469;4775.91162109375;469;5149.96728515625;469;4756.9443359375;469;5049.18994140625;469;4756.9443359375
470;199.652770996094;470;193.576385498047;470;186.631942749023;470;200.954116821289;470;200.295944213867;470;202.007217407227;470;200.999649047852;470;200.903854370117;470;202.38639831543;470;193.865753173828;470;206.886566162109;470;193.865753173828;470;802.951354980469;470;775.173583984375;470;779.513854980469;470;806.380187988281;470;787.667358398438;470;801.014953613281;470;804.964294433594;470;788.779968261719;470;801.029052734375;470;811.631958007813;470;801.504638671875;470;811.631958007813;470;2024.30554199219;470;1998.26391601563;470;2000.0;470;2012.05419921875;470;2006.97094726563;470;2014.67797851563;470;2007.36877441406;470;2009.52819824219;470;2013.61010742188;470;1990.74072265625;470;2026.90979003906;470;1990.74072265625;470;3240.45141601563;470;3197.04858398438;470;3184.02783203125;470;3218.7333984375;470;3205.208984375;470;3197.83374023438;470;3211.45556640625;470;3207.01489257813;470;3195.40771484375;470;3187.21044921875;470;3227.71997070313;470;3187.21044921875;470;3631.94458007813;470;3597.22216796875;470;3573.78466796875;470;3606.12377929688;470;3605.19458007813;470;3586.4287109375;470;3598.42993164063;470;3606.64868164063;470;3583.56909179688;470;3572.04858398438;470;3632.8125;470;3572.04858398438;470;4023.4375;470;3979.16650390625;470;3996.52783203125;470;3990.51220703125;470;3985.98583984375;470;4008.77978515625;470;3982.62182617188;470;3986.939453125;470;4375.70263671875;470;3955.43994140625;470;4212.962890625;470;3955.43994140625;470;4842.013671875;470;4814.236328125;470;4797.7431640625;470;4806.2333984375;470;4821.15673828125;470;4798.43798828125;470;4793.78076171875;470;4758.490234375;470;5145.7451171875;470;4761.28466796875;470;5054.97705078125;470;4761.28466796875
471;199.652770996094;471;193.576385498047;471;187.5;471;200.940658569336;471;200.272125244141;471;202.046646118164;471;200.938552856445;471;200.932800292969;471;202.429779052734;471;193.865753173828;471;205.439819335938;471;193.865753173828;471;802.951354980469;471;775.173583984375;471;779.513854980469;471;806.286071777344;471;787.620788574219;471;800.667419433594;471;804.867248535156;471;788.705688476563;471;800.775146484375;471;836.226867675781;471;802.951354980469;471;836.226867675781;471;2024.30554199219;471;1999.13195800781;471;1999.13195800781;471;2012.21997070313;471;2007.79943847656;471;2014.67346191406;471;2007.25988769531;471;2009.43420410156;471;2013.49853515625;471;1990.74072265625;471;2025.46301269531;471;1990.74072265625;471;3238.71508789063;471;3197.04858398438;471;3184.02783203125;471;3218.43701171875;471;3204.85668945313;471;3197.79663085938;471;3211.61499023438;471;3207.36108398438;471;3195.3134765625;471;3187.21044921875;471;3229.16650390625;471;3187.21044921875;471;3630.20825195313;471;3597.22216796875;471;3572.04858398438;471;3606.71728515625;471;3605.45385742188;471;3586.3310546875;471;3599.05151367188;471;3607.091796875;471;3583.2783203125;471;3572.04858398438;471;3632.8125;471;3572.04858398438;471;4022.5693359375;471;3977.4306640625;471;3995.65966796875;471;3992.19995117188;471;3985.42724609375;471;4008.71606445313;471;3985.03125;471;3986.279296875;471;4375.67578125;471;3955.43994140625;471;4212.962890625;471;3955.43994140625;471;4835.9375;471;4769.09716796875;471;4786.45849609375;471;4808.0;471;4805.54541015625;471;4798.4599609375;471;4794.93310546875;471;4758.0380859375;471;5147.31689453125;471;4761.28466796875;471;5054.97705078125;471;4761.28466796875
472;199.652770996094;472;193.576385498047;472;186.631942749023;472;200.962814331055;472;200.257186889648;472;202.008514404297;472;200.97297668457;472;200.900970458984;472;202.364288330078;472;193.865753173828;472;205.439819335938;472;193.865753173828;472;802.951354980469;472;775.173583984375;472;778.645812988281;472;806.369750976563;472;787.560913085938;472;800.786743164063;472;804.967895507813;472;788.802307128906;472;800.901428222656;472;808.738403320313;472;795.717590332031;472;808.738403320313;472;2022.56945800781;472;1999.13195800781;472;1999.13195800781;472;2011.30383300781;472;2008.17004394531;472;2014.55688476563;472;2006.67883300781;472;2009.13623046875;472;2013.41748046875;472;1990.74072265625;472;2025.46301269531;472;1990.74072265625;472;3238.71508789063;472;3197.04858398438;472;3184.89575195313;472;3219.4052734375;472;3204.89038085938;472;3196.9248046875;472;3211.61499023438;472;3206.29760742188;472;3194.1171875;472;3187.21044921875;472;3229.16650390625;472;3187.21044921875;472;3631.076171875;472;3597.22216796875;472;3572.91674804688;472;3607.68530273438;472;3605.67504882813;472;3586.34912109375;472;3600.08251953125;472;3607.10693359375;472;3583.7197265625;472;3570.60205078125;472;3632.8125;472;3570.60205078125;472;4023.4375;472;3978.29858398438;472;3995.65966796875;472;3995.68603515625;472;3985.47924804688;472;4009.50390625;472;3987.60400390625;472;3986.279296875;472;4375.67578125;472;3955.43994140625;472;4189.81494140625;472;3955.43994140625;472;4832.46533203125;472;4762.15283203125;472;4786.45849609375;472;4808.0;472;4805.54541015625;472;4798.15869140625;472;4794.767578125;472;4758.64794921875;472;5149.38720703125;472;4759.837890625;472;5040.50927734375;472;4759.837890625
473;199.652770996094;473;193.576385498047;473;187.5;473;200.962387084961;473;200.248992919922;473;201.959396362305;473;200.925506591797;473;200.906494140625;473;202.344375610352;473;193.865753173828;473;206.886566162109;473;193.865753173828;473;802.951354980469;473;775.173583984375;473;778.645812988281;473;806.311462402344;473;787.641540527344;473;800.704040527344;473;805.025573730469;473;788.609436035156;473;800.75830078125;473;808.738403320313;473;795.717590332031;473;808.738403320313;473;2023.4375;473;1999.13195800781;473;1999.13195800781;473;2011.98779296875;473;2008.07934570313;473;2014.26647949219;473;2007.2314453125;473;2009.08825683594;473;2013.17553710938;473;1992.1875;473;2025.46301269531;473;1992.1875;473;3240.45141601563;473;3197.91674804688;473;3184.89575195313;473;3219.51293945313;473;3205.29516601563;473;3196.07299804688;473;3211.9033203125;473;3206.39697265625;473;3193.361328125;473;3187.21044921875;473;3230.61352539063;473;3187.21044921875;473;3631.94458007813;473;3597.22216796875;473;3572.91674804688;473;3607.80981445313;473;3605.39697265625;473;3587.388671875;473;3599.8564453125;473;3607.65869140625;473;3584.62719726563;473;3570.60205078125;473;3632.8125;473;3570.60205078125;473;4022.5693359375;473;3978.29858398438;473;3994.79174804688;473;3995.14819335938;473;3985.44921875;473;4009.0283203125;473;3987.4267578125;473;3987.17749023438;473;4375.9736328125;473;3955.43994140625;473;4189.81494140625;473;3955.43994140625;473;4832.46533203125;473;4762.15283203125;473;4785.59033203125;473;4807.92919921875;473;4770.7041015625;473;4797.90966796875;473;4795.931640625;473;4758.64794921875;473;5149.38720703125;473;4761.28466796875;473;5040.50927734375;473;4761.28466796875
474;200.52082824707;474;193.576385498047;474;186.631942749023;474;200.916030883789;474;200.281097412109;474;201.925170898438;474;200.91423034668;474;200.875076293945;474;202.306228637695;474;193.865753173828;474;205.439819335938;474;193.865753173828;474;802.951354980469;474;775.173583984375;474;778.645812988281;474;806.268188476563;474;787.622253417969;474;800.859741210938;474;804.86962890625;474;788.8095703125;474;800.921508789063;474;808.738403320313;474;795.717590332031;474;808.738403320313;474;2023.4375;474;1999.13195800781;474;1999.13195800781;474;2011.89184570313;474;2008.23034667969;474;2014.17736816406;474;2007.00256347656;474;2009.16723632813;474;2013.15563964844;474;1990.74072265625;474;2026.90979003906;474;1990.74072265625;474;3240.45141601563;474;3197.91674804688;474;3184.89575195313;474;3218.07592773438;474;3205.55029296875;474;3195.62280273438;474;3210.96142578125;474;3205.99243164063;474;3193.01977539063;474;3187.21044921875;474;3230.61352539063;474;3187.21044921875;474;3631.94458007813;474;3597.22216796875;474;3572.91674804688;474;3606.27416992188;474;3605.0908203125;474;3587.41064453125;474;3598.53295898438;474;3607.5712890625;474;3583.98266601563;474;3570.60205078125;474;3632.8125;474;3570.60205078125;474;4023.4375;474;3978.29858398438;474;3995.65966796875;474;3995.33911132813;474;3984.6865234375;474;4010.12280273438;474;3987.28076171875;474;3986.86010742188;474;4376.57177734375;474;3955.43994140625;474;4189.81494140625;474;3955.43994140625;474;4832.46533203125;474;4763.02099609375;474;4785.59033203125;474;4807.92919921875;474;4770.99755859375;474;4799.10498046875;474;4791.115234375;474;4758.42919921875;474;5147.76123046875;474;4751.1572265625;474;5002.89404296875;474;4751.1572265625
475;199.652770996094;475;193.576385498047;475;186.631942749023;475;200.93896484375;475;200.243698120117;475;201.993209838867;475;200.93896484375;475;200.829818725586;475;202.374374389648;475;193.865753173828;475;206.886566162109;475;193.865753173828;475;802.951354980469;475;775.173583984375;475;778.645812988281;475;806.187133789063;475;787.724975585938;475;800.818542480469;475;804.714599609375;475;788.922180175781;475;800.996520996094;475;794.270874023438;475;798.611145019531;475;794.270874023438;475;2023.4375;475;1999.13195800781;475;1998.26391601563;475;2011.02905273438;475;2008.02368164063;475;2014.15490722656;475;2006.25085449219;475;2009.22009277344;475;2013.09008789063;475;1990.74072265625;475;2026.90979003906;475;1990.74072265625;475;3238.71508789063;475;3196.1806640625;475;3183.15991210938;475;3219.03344726563;475;3204.66259765625;475;3196.76391601563;475;3211.5576171875;475;3206.45751953125;475;3193.84106445313;475;3187.21044921875;475;3230.61352539063;475;3187.21044921875;475;3631.076171875;475;3598.09033203125;475;3574.65283203125;475;3606.17578125;475;3605.09692382813;475;3582.412109375;475;3598.642578125;475;3587.728515625;475;3576.20385742188;475;3570.60205078125;475;3632.8125;475;3570.60205078125;475;4022.5693359375;475;3977.4306640625;475;3994.79174804688;475;3995.22827148438;475;3984.88916015625;475;4009.8818359375;475;3987.69018554688;475;3986.59301757813;475;4377.1748046875;475;3955.43994140625;475;4189.81494140625;475;3955.43994140625;475;4832.46533203125;475;4762.15283203125;475;4785.59033203125;475;4799.583984375;475;4771.59423828125;475;4798.76220703125;475;4786.75439453125;475;4758.42919921875;475;5147.76123046875;475;4751.1572265625;475;5002.89404296875;475;4751.1572265625
476;199.652770996094;476;193.576385498047;476;186.631942749023;476;200.985305786133;476;200.244827270508;476;202.014846801758;476;200.972961425781;476;200.897201538086;476;202.391891479492;476;193.865753173828;476;206.886566162109;476;193.865753173828;476;802.951354980469;476;775.173583984375;476;778.645812988281;476;806.017272949219;476;787.55859375;476;800.874694824219;476;804.684997558594;476;788.89306640625;476;801.055725097656;476;794.270874023438;476;798.611145019531;476;794.270874023438;476;2022.56945800781;476;1999.13195800781;476;1998.26391601563;476;2011.0322265625;476;2007.87048339844;476;2013.783203125;476;2006.52697753906;476;2008.74609375;476;2012.77905273438;476;1989.2939453125;476;2026.90979003906;476;1989.2939453125;476;3239.58349609375;476;3197.04858398438;476;3183.15991210938;476;3219.47216796875;476;3204.77954101563;476;3196.67504882813;476;3212.27294921875;476;3205.53125;476;3193.216796875;476;3187.21044921875;476;3230.61352539063;476;3187.21044921875;476;3631.076171875;476;3598.09033203125;476;3574.65283203125;476;3607.36694335938;476;3605.91772460938;476;3575.32080078125;476;3599.56518554688;476;3563.6884765625;476;3571.14868164063;476;3572.04858398438;476;3632.8125;476;3572.04858398438;476;4023.4375;476;3978.29858398438;476;3997.39575195313;476;3995.27075195313;476;3985.33227539063;476;4010.1416015625;476;3987.5966796875;476;3986.39477539063;476;4377.73486328125;476;3955.43994140625;476;4191.26171875;476;3955.43994140625;476;4831.59716796875;476;4762.15283203125;476;4785.59033203125;476;4798.87841796875;476;4770.48583984375;476;4799.16357421875;476;4785.84130859375;476;4759.11962890625;476;5149.34326171875;476;4751.1572265625;476;5004.34033203125;476;4751.1572265625
477;199.652770996094;477;192.70832824707;477;186.631942749023;477;200.933135986328;477;200.244781494141;477;201.995056152344;477;200.912994384766;477;200.877563476563;477;202.397018432617;477;193.865753173828;477;206.886566162109;477;193.865753173828;477;802.951354980469;477;775.173583984375;477;778.645812988281;477;806.067687988281;477;787.638671875;477;800.874694824219;477;804.652526855469;477;788.1201171875;477;800.879455566406;477;794.270874023438;477;798.611145019531;477;794.270874023438;477;2022.56945800781;477;1999.13195800781;477;1998.26391601563;477;2011.36193847656;477;2007.90368652344;477;2014.03845214844;477;2006.48718261719;477;2008.88562011719;477;2013.01123046875;477;1989.2939453125;477;2026.90979003906;477;1989.2939453125;477;3239.58349609375;477;3196.1806640625;477;3183.15991210938;477;3219.36743164063;477;3204.10498046875;477;3196.43359375;477;3211.76831054688;477;3206.6826171875;477;3193.57373046875;477;3185.76391601563;477;3227.71997070313;477;3185.76391601563;477;3633.68041992188;477;3594.6181640625;477;3572.91674804688;477;3607.33422851563;477;3605.94604492188;477;3575.32080078125;477;3599.55224609375;477;3564.71752929688;477;3572.09692382813;477;3572.04858398438;477;3632.8125;477;3572.04858398438;477;4023.4375;477;3977.4306640625;477;3997.39575195313;477;3995.8212890625;477;3985.728515625;477;4010.9921875;477;3987.5966796875;477;3986.77978515625;477;4377.857421875;477;3955.43994140625;477;4191.26171875;477;3955.43994140625;477;4831.59716796875;477;4763.02099609375;477;4786.45849609375;477;4799.1796875;477;4771.13623046875;477;4798.77099609375;477;4785.1865234375;477;4757.39599609375;477;5148.7666015625;477;4751.1572265625;477;5004.34033203125;477;4751.1572265625
