05_L1_K3_t;05_L1_K3_I;05_L2_K3_t;05_L2_K3_I;05_L3_K3_t;05_L3_K3_I;05_L1_PAC1_t;05_L1_PAC1_I;05_L2_PAC1_t;05_L2_PAC1_I;05_L3_PAC1_t;05_L3_PAC1_I;05_L1_PAC2_t;05_L1_PAC2_I;05_L2_PAC2_t;05_L2_PAC2_I;05_L3_PAC2_t;05_L3_PAC2_I;05_L1_Rogowsikeinspeisung_t;05_L1_Rogowsikeinspeisung_I;05_L2_Rogowsikeinspeisung_t;05_L2_Rogowsikeinspeisung_I;05_L3_Rogowsikeinspeisung_t;05_L3_Rogowsikeinspeisung_I;20_L1_K3_t;20_L1_K3_I;20_L2_K3_t;20_L2_K3_I;20_L3_K3_t;20_L3_K3_I;20_L1_PAC1_t;20_L1_PAC1_I;20_L2_PAC1_t;20_L2_PAC1_I;20_L3_PAC1_t;20_L3_PAC1_I;20_L1_PAC2_t;20_L1_PAC2_I;20_L2_PAC2_t;20_L2_PAC2_I;20_L3_PAC2_t;20_L3_PAC2_I;20_L1_Rogowsikeinspeisung_t;20_L1_Rogowsikeinspeisung_I;20_L2_Rogowsikeinspeisung_t;20_L2_Rogowsikeinspeisung_I;20_L3_Rogowsikeinspeisung_t;20_L3_Rogowsikeinspeisung_I;50_L1_K3_t;50_L1_K3_I;50_L2_K3_t;50_L2_K3_I;50_L3_K3_t;50_L3_K3_I;50_L1_PAC1_t;50_L1_PAC1_I;50_L2_PAC1_t;50_L2_PAC1_I;50_L3_PAC1_t;50_L3_PAC1_I;50_L1_PAC2_t;50_L1_PAC2_I;50_L2_PAC2_t;50_L2_PAC2_I;50_L3_PAC2_t;50_L3_PAC2_I;50_L1_Rogowsikeinspeisung_t;50_L1_Rogowsikeinspeisung_I;50_L2_Rogowsikeinspeisung_t;50_L2_Rogowsikeinspeisung_I;50_L3_Rogowsikeinspeisung_t;50_L3_Rogowsikeinspeisung_I;80_L1_K3_t;80_L1_K3_I;80_L2_K3_t;80_L2_K3_I;80_L3_K3_t;80_L3_K3_I;80_L1_PAC1_t;80_L1_PAC1_I;80_L2_PAC1_t;80_L2_PAC1_I;80_L3_PAC1_t;80_L3_PAC1_I;80_L1_PAC2_t;80_L1_PAC2_I;80_L2_PAC2_t;80_L2_PAC2_I;80_L3_PAC2_t;80_L3_PAC2_I;80_L1_Rogowsikeinspeisung_t;80_L1_Rogowsikeinspeisung_I;80_L2_Rogowsikeinspeisung_t;80_L2_Rogowsikeinspeisung_I;80_L3_Rogowsikeinspeisung_t;80_L3_Rogowsikeinspeisung_I;90_L1_K3_t;90_L1_K3_I;90_L2_K3_t;90_L2_K3_I;90_L3_K3_t;90_L3_K3_I;90_L1_PAC1_t;90_L1_PAC1_I;90_L2_PAC1_t;90_L2_PAC1_I;90_L3_PAC1_t;90_L3_PAC1_I;90_L1_PAC2_t;90_L1_PAC2_I;90_L2_PAC2_t;90_L2_PAC2_I;90_L3_PAC2_t;90_L3_PAC2_I;90_L1_Rogowsikeinspeisung_t;90_L1_Rogowsikeinspeisung_I;90_L2_Rogowsikeinspeisung_t;90_L2_Rogowsikeinspeisung_I;90_L3_Rogowsikeinspeisung_t;90_L3_Rogowsikeinspeisung_I;100_L1_K3_t;100_L1_K3_I;100_L2_K3_t;100_L2_K3_I;100_L3_K3_t;100_L3_K3_I;100_L1_PAC1_t;100_L1_PAC1_I;100_L2_PAC1_t;100_L2_PAC1_I;100_L3_PAC1_t;100_L3_PAC1_I;100_L1_PAC2_t;100_L1_PAC2_I;100_L2_PAC2_t;100_L2_PAC2_I;100_L3_PAC2_t;100_L3_PAC2_I;100_L1_Rogowsikeinspeisung_t;100_L1_Rogowsikeinspeisung_I;100_L2_Rogowsikeinspeisung_t;100_L2_Rogowsikeinspeisung_I;100_L3_Rogowsikeinspeisung_t;100_L3_Rogowsikeinspeisung_I;120_L1_K3_t;120_L1_K3_I;120_L2_K3_t;120_L2_K3_I;120_L3_K3_t;120_L3_K3_I;120_L1_PAC1_t;120_L1_PAC1_I;120_L2_PAC1_t;120_L2_PAC1_I;120_L3_PAC1_t;120_L3_PAC1_I;120_L1_PAC2_t;120_L1_PAC2_I;120_L2_PAC2_t;120_L2_PAC2_I;120_L3_PAC2_t;120_L3_PAC2_I;120_L1_Rogowsikeinspeisung_t;120_L1_Rogowsikeinspeisung_I;120_L2_Rogowsikeinspeisung_t;120_L2_Rogowsikeinspeisung_I;120_L3_Rogowsikeinspeisung_t;120_L3_Rogowsikeinspeisung_I
10;203.993057250977;10;214.409729003906;10;193.576385498047;10;204.977111816406;10;220.440856933594;10;207.961318969727;10;204.948059082031;10;221.319305419922;10;208.379516601563;10;198.206024169922;10;231.481475830078;10;198.206024169922;10;803.819396972656;10;776.041687011719;10;786.458374023438;10;806.386840820313;10;789.685363769531;10;809.203491210938;10;804.558776855469;10;790.804260253906;10;809.2841796875;10;795.717590332031;10;802.951354980469;10;795.717590332031;10;2015.625;10;1986.11108398438;10;1968.75;10;2002.39453125;10;1994.09680175781;10;1983.73083496094;10;1997.62658691406;10;1995.12927246094;10;1982.77404785156;10;1980.61352539063;10;2010.99523925781;10;1980.61352539063;10;3217.8818359375;10;3204.86108398438;10;3185.763671875;10;3195.90551757813;10;3212.53515625;10;3188.80859375;10;3189.22827148438;10;3174.462890625;10;3182.59130859375;10;3162.61547851563;10;3237.84716796875;10;3162.61547851563;10;3631.076171875;10;3594.6181640625;10;3578.9931640625;10;3604.56909179688;10;3603.1416015625;10;3587.93334960938;10;3596.90698242188;10;3604.48022460938;10;3585.36206054688;10;3569.15502929688;10;3631.36547851563;10;3569.15502929688;10;4026.04150390625;10;3959.201171875;10;3954.86108398438;10;4003.52001953125;10;3978.31689453125;10;3968.28002929688;10;3994.41381835938;10;3967.40380859375;10;3965.4697265625;10;3964.12036132813;10;4011.86352539063;10;3964.12036132813;10;4828.9931640625;10;4760.41650390625;10;4787.32666015625;10;4797.0732421875;10;4767.998046875;10;4797.400390625;10;4784.779296875;10;4754.0322265625;10;5157.80908203125;10;4749.71044921875;10;4988.42578125;10;4749.71044921875
11;203.993057250977;11;214.409729003906;11;193.576385498047;11;204.904205322266;11;220.531768798828;11;207.932189941406;11;204.945434570313;11;221.300888061523;11;208.301986694336;11;198.206024169922;11;231.481475830078;11;198.206024169922;11;803.819396972656;11;776.909729003906;11;787.326416015625;11;806.504638671875;11;789.68017578125;11;809.074157714844;11;805.189819335938;11;790.517761230469;11;809.174194335938;11;795.717590332031;11;800.057861328125;11;795.717590332031;11;2015.625;11;1986.11108398438;11;1967.8818359375;11;2002.39453125;11;1993.80114746094;11;1983.71142578125;11;1997.62658691406;11;1994.70422363281;11;1982.78234863281;11;1980.61352539063;11;2010.99523925781;11;1980.61352539063;11;3216.14599609375;11;3204.86108398438;11;3184.89575195313;11;3194.640625;11;3212.69482421875;11;3180.322265625;11;3187.28247070313;11;3155.08911132813;11;3179.2509765625;11;3162.61547851563;11;3237.84716796875;11;3162.61547851563;11;3628.47241210938;11;3595.48608398438;11;3576.38891601563;11;3604.8125;11;3602.265625;11;3593.94360351563;11;3596.92456054688;11;3612.09838867188;11;3596.29614257813;11;3570.60205078125;11;3629.9189453125;11;3570.60205078125;11;4025.17358398438;11;3956.59741210938;11;3955.72900390625;11;4002.16552734375;11;3966.75048828125;11;3965.515625;11;3993.60546875;11;3962.5654296875;11;3961.73950195313;11;3964.12036132813;11;4011.86352539063;11;3964.12036132813;11;4829.861328125;11;4758.6806640625;11;4786.45849609375;11;4797.0732421875;11;4765.74462890625;11;4797.85498046875;11;4783.525390625;11;4755.091796875;11;5158.16943359375;11;4927.662109375;11;4988.42578125;11;4927.662109375
12;203.993057250977;12;214.409729003906;12;193.576385498047;12;204.904205322266;12;220.622131347656;12;207.926895141602;12;204.945434570313;12;221.280349731445;12;208.363616943359;12;198.206024169922;12;231.481475830078;12;198.206024169922;12;804.6875;12;776.909729003906;12;787.326416015625;12;806.686828613281;12;789.884704589844;12;809.068725585938;12;805.37451171875;12;790.561401367188;12;809.172058105469;12;795.717590332031;12;800.057861328125;12;795.717590332031;12;2014.7568359375;12;1986.11108398438;12;1967.8818359375;12;2003.03552246094;12;1993.46899414063;12;1982.88916015625;12;1998.43872070313;12;1994.41284179688;12;1981.71630859375;12;1980.61352539063;12;2010.99523925781;12;1980.61352539063;12;3217.01391601563;12;3205.72900390625;12;3186.63208007813;12;3195.8583984375;12;3212.78515625;12;3182.18774414063;12;3188.798828125;12;3154.59619140625;12;3180.56787109375;12;3165.50952148438;12;3237.84716796875;12;3165.50952148438;12;3627.60400390625;12;3592.8818359375;12;3575.52075195313;12;3605.73461914063;12;3602.76220703125;12;3614.15844726563;12;3598.04858398438;12;3618.42041015625;12;3611.712890625;12;3570.60205078125;12;3629.9189453125;12;3570.60205078125;12;4023.4375;12;3960.06958007813;12;3958.33325195313;12;4000.77294921875;12;3964.3203125;12;3965.515625;12;3991.34814453125;12;3962.70288085938;12;3962.24365234375;12;3958.33349609375;12;3997.39599609375;12;3958.33349609375;12;4830.72900390625;12;4758.6806640625;12;4786.45849609375;12;4797.35791015625;12;4766.40771484375;12;4797.1865234375;12;4783.53125;12;4755.091796875;12;5158.16943359375;12;4927.662109375;12;4988.42578125;12;4927.662109375
13;203.993057250977;13;214.409729003906;13;193.576385498047;13;205.036499023438;13;220.6767578125;13;207.926895141602;13;205.029373168945;13;221.30924987793;13;208.365570068359;13;198.206024169922;13;231.481475830078;13;198.206024169922;13;803.819396972656;13;776.041687011719;13;787.326416015625;13;806.777770996094;13;789.857177734375;13;809.069763183594;13;805.468444824219;13;790.718139648438;13;809.199951171875;13;797.164367675781;13;802.951354980469;13;797.164367675781;13;2014.7568359375;13;1986.11108398438;13;1968.75;13;2003.22119140625;13;1993.88732910156;13;1982.89172363281;13;1998.43872070313;13;1994.8447265625;13;1982.20324707031;13;1980.61352539063;13;2010.99523925781;13;1980.61352539063;13;3206.59741210938;13;3145.83349609375;13;3166.66674804688;13;3195.38549804688;13;3184.25366210938;13;3181.39697265625;13;3187.61767578125;13;3154.50146484375;13;3179.34228515625;13;3165.50952148438;13;3237.84716796875;13;3165.50952148438;13;3628.47241210938;13;3594.6181640625;13;3575.52075195313;13;3606.37353515625;13;3602.05786132813;13;3615.59423828125;13;3598.04956054688;13;3618.42749023438;13;3612.38208007813;13;3569.15502929688;13;3629.9189453125;13;3569.15502929688;13;4012.15258789063;13;3959.201171875;13;3940.10424804688;13;3998.67236328125;13;3965.42578125;13;3965.36401367188;13;3990.41162109375;13;3962.22583007813;13;3962.1201171875;13;3955.43994140625;13;3995.94897460938;13;3955.43994140625;13;4831.59716796875;13;4758.6806640625;13;4786.45849609375;13;4797.70751953125;13;4766.12451171875;13;4797.43212890625;13;4783.44580078125;13;4754.30615234375;13;5159.521484375;13;4777.19921875;13;4985.5322265625;13;4777.19921875
14;203.993057250977;14;214.409729003906;14;193.576385498047;14;205.032592773438;14;220.63737487793;14;207.926696777344;14;205.006958007813;14;221.315643310547;14;208.318969726563;14;198.206024169922;14;232.928253173828;14;198.206024169922;14;803.819396972656;14;776.041687011719;14;787.326416015625;14;806.723449707031;14;789.49609375;14;808.966247558594;14;805.512878417969;14;790.554931640625;14;809.062744140625;14;797.164367675781;14;805.844909667969;14;797.164367675781;14;2015.625;14;1985.24304199219;14;1967.8818359375;14;2002.69958496094;14;1993.86291503906;14;1983.74194335938;14;1997.80456542969;14;1995.06884765625;14;1983.18469238281;14;1979.16674804688;14;2028.3564453125;14;1979.16674804688;14;3204.86108398438;14;3145.83349609375;14;3169.27099609375;14;3194.927734375;14;3153.73022460938;14;3182.396484375;14;3187.76489257813;14;3155.12158203125;14;3180.43896484375;14;3158.275390625;14;3203.125;14;3158.275390625;14;3631.076171875;14;3609.375;14;3598.95825195313;14;3604.49609375;14;3607.07958984375;14;3616.78881835938;14;3596.65771484375;14;3617.78662109375;14;3613.50756835938;14;3569.15502929688;14;3629.9189453125;14;3569.15502929688;14;4019.96533203125;14;3953.9931640625;14;3954.86108398438;14;3997.66015625;14;3961.47216796875;14;3964.61083984375;14;3988.43212890625;14;3962.5498046875;14;3962.46337890625;14;3955.43994140625;14;3994.50244140625;14;3955.43994140625;14;4831.59716796875;14;4758.6806640625;14;4786.45849609375;14;4796.56787109375;14;4766.67724609375;14;4797.7109375;14;4784.244140625;14;4754.3046875;14;5158.2158203125;14;4777.19921875;14;4984.08544921875;14;4777.19921875
15;203.993057250977;15;214.409729003906;15;193.576385498047;15;205.009979248047;15;220.644027709961;15;207.905731201172;15;204.993072509766;15;221.295654296875;15;208.308334350586;15;198.206024169922;15;232.928253173828;15;198.206024169922;15;804.6875;15;776.909729003906;15;787.326416015625;15;806.944946289063;15;789.528686523438;15;809.252990722656;15;805.566833496094;15;790.676696777344;15;809.432800292969;15;795.717590332031;15;801.504638671875;15;795.717590332031;15;2014.7568359375;15;1986.11108398438;15;1967.01391601563;15;2002.64099121094;15;1993.21533203125;15;1983.02551269531;15;1998.09204101563;15;1994.47119140625;15;1982.01049804688;15;1979.16674804688;15;2028.3564453125;15;1979.16674804688;15;3203.9931640625;15;3144.96508789063;15;3168.40258789063;15;3190.99951171875;15;3153.64672851563;15;3182.20727539063;15;3181.681640625;15;3154.31982421875;15;3180.25537109375;15;3156.82861328125;15;3203.125;15;3156.82861328125;15;3631.94458007813;15;3608.50708007813;15;3602.4306640625;15;3604.484375;15;3616.5625;15;3614.14208984375;15;3596.71557617188;15;3616.88647460938;15;3611.06982421875;15;3570.60205078125;15;3641.49291992188;15;3570.60205078125;15;4019.96533203125;15;3953.125;15;3953.9931640625;15;3996.30737304688;15;3961.47216796875;15;3964.61083984375;15;3988.12377929688;15;3961.998046875;15;3963.22900390625;15;3955.43994140625;15;3994.50244140625;15;3955.43994140625;15;4831.59716796875;15;4759.548828125;15;4786.45849609375;15;4798.9443359375;15;4766.23828125;15;4797.9814453125;15;4784.244140625;15;4754.3046875;15;5158.2158203125;15;4751.1572265625;15;4986.97900390625;15;4751.1572265625
16;203.993057250977;16;214.409729003906;16;193.576385498047;16;205.023193359375;16;220.644027709961;16;207.878189086914;16;205.028244018555;16;221.224533081055;16;208.290344238281;16;209.780090332031;16;231.481475830078;16;209.780090332031;16;803.819396972656;16;776.909729003906;16;787.326416015625;16;806.932006835938;16;789.7509765625;16;809.354614257813;16;805.576293945313;16;790.528869628906;16;809.379699707031;16;795.717590332031;16;801.504638671875;16;795.717590332031;16;2014.7568359375;16;1986.11108398438;16;1967.8818359375;16;2003.10498046875;16;1993.65930175781;16;1982.74816894531;16;1998.38806152344;16;1994.53503417969;16;1982.54138183594;16;2097.80102539063;16;2018.22924804688;16;2097.80102539063;16;3203.9931640625;16;3144.96508789063;16;3168.40258789063;16;3184.16625976563;16;3153.185546875;16;3181.89599609375;16;3176.38818359375;16;3154.83666992188;16;3180.22583007813;16;3151.04150390625;16;3178.53002929688;16;3151.04150390625;16;3631.94458007813;16;3608.50708007813;16;3604.16650390625;16;3604.94189453125;16;3616.19970703125;16;3611.92456054688;16;3597.66577148438;16;3617.7666015625;16;3608.82055664063;16;3570.60205078125;16;3641.49291992188;16;3570.60205078125;16;4019.09716796875;16;3953.9931640625;16;3953.9931640625;16;3993.05810546875;16;3961.46240234375;16;3966.38598632813;16;3983.23852539063;16;3961.998046875;16;3963.22900390625;16;3951.099609375;16;3990.162109375;16;3951.099609375;16;4831.59716796875;16;4759.548828125;16;4786.45849609375;16;4798.859375;16;4766.2587890625;16;4798.66748046875;16;4785.27734375;16;4755.759765625;16;5159.38525390625;16;4751.1572265625;16;4986.97900390625;16;4751.1572265625
17;203.993057250977;17;214.409729003906;17;193.576385498047;17;205.05485534668;17;220.66374206543;17;207.851867675781;17;205.038391113281;17;221.214981079102;17;208.256469726563;17;209.780090332031;17;231.481475830078;17;209.780090332031;17;803.819396972656;17;776.041687011719;17;787.326416015625;17;807.138793945313;17;789.614501953125;17;809.201293945313;17;805.796691894531;17;790.370544433594;17;809.35302734375;17;795.717590332031;17;805.844909667969;17;795.717590332031;17;2014.7568359375;17;1986.11108398438;17;1967.8818359375;17;2002.57214355469;17;1994.17346191406;17;2003.68469238281;17;1997.6962890625;17;2005.25903320313;17;2006.57775878906;17;2097.80102539063;17;2018.22924804688;17;2097.80102539063;17;3203.125;17;3145.83349609375;17;3169.27099609375;17;3182.4658203125;17;3153.54028320313;17;3182.28881835938;17;3174.15258789063;17;3155.2724609375;17;3180.30029296875;17;3151.04150390625;17;3178.53002929688;17;3151.04150390625;17;3631.94458007813;17;3607.638671875;17;3601.5625;17;3607.69604492188;17;3615.9912109375;17;3612.03662109375;17;3599.9501953125;17;3618.47387695313;17;3609.00903320313;17;3572.04858398438;17;3644.38647460938;17;3572.04858398438;17;4018.22924804688;17;3952.2568359375;17;3953.125;17;3993.05810546875;17;3959.93334960938;17;3966.87646484375;17;3985.07177734375;17;3962.14624023438;17;3963.65747070313;17;3951.099609375;17;3991.60888671875;17;3951.099609375;17;4831.59716796875;17;4758.6806640625;17;4786.45849609375;17;4798.462890625;17;4766.4599609375;17;4798.60595703125;17;4785.27734375;17;4755.0166015625;17;5159.63818359375;17;4751.1572265625;17;4982.63916015625;17;4751.1572265625
18;203.993057250977;18;214.409729003906;18;193.576385498047;18;205.05485534668;18;220.640014648438;18;207.938858032227;18;205.043365478516;18;221.30696105957;18;208.378692626953;18;198.206024169922;18;231.481475830078;18;198.206024169922;18;803.819396972656;18;776.909729003906;18;787.326416015625;18;807.035278320313;18;789.737548828125;18;808.295532226563;18;805.714599609375;18;789.390991210938;18;808.305419921875;18;795.717590332031;18;805.844909667969;18;795.717590332031;18;2015.625;18;1986.11108398438;18;1967.8818359375;18;2002.4365234375;18;1993.36938476563;18;2011.44470214844;18;1997.74304199219;18;2006.29614257813;18;2010.6708984375;18;1982.06018066406;18;2010.99523925781;18;1982.06018066406;18;3204.86108398438;18;3145.83349609375;18;3169.27099609375;18;3182.04443359375;18;3153.37890625;18;3178.89404296875;18;3174.4619140625;18;3150.8544921875;18;3177.01782226563;18;3149.59497070313;18;3178.53002929688;18;3149.59497070313;18;3631.076171875;18;3608.50708007813;18;3598.95825195313;18;3607.16088867188;18;3615.09985351563;18;3612.8427734375;18;3599.58422851563;18;3619.123046875;18;3609.78662109375;18;3572.04858398438;18;3644.38647460938;18;3572.04858398438;18;4020.83325195313;18;3952.2568359375;18;3954.86108398438;18;3992.78002929688;18;3959.93334960938;18;3977.10302734375;18;3984.8828125;18;3962.14624023438;18;3963.65747070313;18;3952.54638671875;18;3991.60888671875;18;3952.54638671875;18;4832.46533203125;18;4760.41650390625;18;4787.32666015625;18;4798.99169921875;18;4766.7607421875;18;4798.92431640625;18;4785.837890625;18;4755.1650390625;18;5159.087890625;18;4751.1572265625;18;4982.63916015625;18;4751.1572265625
19;203.993057250977;19;214.409729003906;19;193.576385498047;19;205.001480102539;19;220.593627929688;19;207.936676025391;19;204.984313964844;19;221.27392578125;19;208.361175537109;19;198.206024169922;19;231.481475830078;19;198.206024169922;19;803.819396972656;19;776.041687011719;19;787.326416015625;19;806.784912109375;19;789.525695800781;19;808.508056640625;19;805.43310546875;19;789.688903808594;19;808.613464355469;19;795.717590332031;19;805.844909667969;19;795.717590332031;19;2015.625;19;1989.58325195313;19;1977.43054199219;19;2002.34558105469;19;1992.82275390625;19;2012.07202148438;19;1997.36315917969;19;2005.97717285156;19;2011.02514648438;19;1982.06018066406;19;2010.99523925781;19;1982.06018066406;19;3203.9931640625;19;3145.83349609375;19;3169.27099609375;19;3181.81762695313;19;3153.64331054688;19;3179.40698242188;19;3174.36694335938;19;3153.1884765625;19;3177.1767578125;19;3149.59497070313;19;3178.53002929688;19;3149.59497070313;19;3631.076171875;19;3608.50708007813;19;3598.95825195313;19;3607.13256835938;19;3615.58178710938;19;3612.30249023438;19;3599.25805664063;19;3618.54223632813;19;3608.82788085938;19;3572.04858398438;19;3642.93994140625;19;3572.04858398438;19;4019.96533203125;19;3952.2568359375;19;3954.86108398438;19;3991.73706054688;19;3960.34594726563;19;4003.60815429688;19;3983.759765625;19;3977.51049804688;19;4001.43530273438;19;3952.54638671875;19;3991.60888671875;19;3952.54638671875;19;4830.72900390625;19;4760.41650390625;19;4786.45849609375;19;4798.63916015625;19;4767.86181640625;19;4798.72412109375;19;4785.228515625;19;4754.82421875;19;5156.29248046875;19;4751.1572265625;19;4988.42578125;19;4751.1572265625
20;203.993057250977;20;214.409729003906;20;193.576385498047;20;205.025085449219;20;220.558212280273;20;207.89990234375;20;205.000778198242;20;221.260848999023;20;208.305374145508;20;198.206024169922;20;230.034713745117;20;198.206024169922;20;803.819396972656;20;774.305541992188;20;787.326416015625;20;806.728942871094;20;789.358642578125;20;808.43994140625;20;805.472045898438;20;789.572021484375;20;808.632385253906;20;795.717590332031;20;807.291625976563;20;795.717590332031;20;2017.36108398438;20;1997.39587402344;20;1995.65966796875;20;2002.21667480469;20;2002.81274414063;20;2012.09851074219;20;1997.5244140625;20;2005.83666992188;20;2010.86730957031;20;1980.61352539063;20;2013.88891601563;20;1980.61352539063;20;3190.97216796875;20;3145.83349609375;20;3168.40258789063;20;3181.986328125;20;3154.12524414063;20;3179.29125976563;20;3174.67138671875;20;3152.869140625;20;3176.8955078125;20;3151.04150390625;20;3178.53002929688;20;3151.04150390625;20;3631.94458007813;20;3610.24291992188;20;3601.5625;20;3607.19213867188;20;3616.37963867188;20;3612.10766601563;20;3599.3671875;20;3617.85424804688;20;3608.35009765625;20;3572.04858398438;20;3642.93994140625;20;3572.04858398438;20;4018.22924804688;20;3953.9931640625;20;3955.72900390625;20;3991.73706054688;20;3960.53930664063;20;4004.0322265625;20;3985.25830078125;20;3976.23046875;20;4001.08959960938;20;3952.54638671875;20;3991.60888671875;20;3952.54638671875;20;4831.59716796875;20;4760.41650390625;20;4788.1943359375;20;4798.6640625;20;4767.04443359375;20;4798.802734375;20;4785.228515625;20;4755.86474609375;20;5159.98779296875;20;4751.1572265625;20;4988.42578125;20;4751.1572265625
21;203.993057250977;21;214.409729003906;21;193.576385498047;21;205.02424621582;21;220.63655090332;21;207.928237915039;21;205.00471496582;21;221.331802368164;21;208.370498657227;21;198.206024169922;21;230.034713745117;21;198.206024169922;21;802.951354980469;21;775.173583984375;21;786.458374023438;21;806.84521484375;21;788.594848632813;21;808.569641113281;21;805.498046875;21;789.585754394531;21;808.677429199219;21;795.717590332031;21;815.972229003906;21;795.717590332031;21;2018.22924804688;21;1997.39587402344;21;1996.52783203125;21;2002.36315917969;21;2005.24963378906;21;2011.53942871094;21;1997.48571777344;21;2005.9208984375;21;2010.61206054688;21;1982.06018066406;21;2013.88891601563;21;1982.06018066406;21;3202.2568359375;21;3144.96508789063;21;3166.66674804688;21;3183.47534179688;21;3150.494140625;21;3179.01342773438;21;3175.72021484375;21;3153.1923828125;21;3177.04638671875;21;3151.04150390625;21;3178.53002929688;21;3151.04150390625;21;3631.94458007813;21;3609.375;21;3599.82641601563;21;3607.63720703125;21;3617.25463867188;21;3612.39501953125;21;3599.7763671875;21;3618.09423828125;21;3609.0341796875;21;3572.04858398438;21;3645.83349609375;21;3572.04858398438;21;4024.3056640625;21;3966.14599609375;21;3986.97924804688;21;3993.28588867188;21;3966.9052734375;21;4003.58911132813;21;3985.25830078125;21;3975.71166992188;21;4000.06860351563;21;3952.54638671875;21;3990.162109375;21;3952.54638671875;21;4831.59716796875;21;4759.548828125;21;4787.32666015625;21;4799.49267578125;21;4767.3232421875;21;4800.3603515625;21;4785.58154296875;21;4755.90478515625;21;5162.55859375;21;4751.1572265625;21;4988.42578125;21;4751.1572265625
22;203.993057250977;22;214.409729003906;22;193.576385498047;22;204.99951171875;22;220.645309448242;22;208.030639648438;22;204.989639282227;22;221.394958496094;22;208.449691772461;22;199.652786254883;22;261.863433837891;22;199.652786254883;22;803.819396972656;22;775.173583984375;22;786.458374023438;22;806.548278808594;22;788.739562988281;22;808.496032714844;22;805.260498046875;22;789.388977050781;22;808.624633789063;22;795.717590332031;22;815.972229003906;22;795.717590332031;22;2019.09716796875;22;1997.39587402344;22;1997.39587402344;22;2004.09545898438;22;2004.73327636719;22;2011.85620117188;22;2000.1240234375;22;2006.03173828125;22;2010.84729003906;22;1987.84729003906;22;2024.01623535156;22;1987.84729003906;22;3203.9931640625;22;3144.09716796875;22;3166.66674804688;22;3182.08178710938;22;3151.71166992188;22;3178.79418945313;22;3174.56713867188;22;3154.0810546875;22;3176.4814453125;22;3146.70141601563;22;3177.08349609375;22;3146.70141601563;22;3632.8125;22;3608.50708007813;22;3598.95825195313;22;3606.98779296875;22;3616.89868164063;22;3611.79711914063;22;3599.310546875;22;3617.361328125;22;3609.42626953125;22;3572.04858398438;22;3645.83349609375;22;3572.04858398438;22;4026.04150390625;22;3967.8818359375;22;3992.1875;22;3992.8984375;22;3976.94213867188;22;4002.09814453125;22;3984.24389648438;22;3975.3623046875;22;3999.5966796875;22;3952.54638671875;22;3995.94897460938;22;3952.54638671875;22;4831.59716796875;22;4760.41650390625;22;4787.32666015625;22;4798.24853515625;22;4767.07666015625;22;4801.61669921875;22;4785.05517578125;22;4755.86279296875;22;5163.640625;22;4751.1572265625;22;4988.42578125;22;4751.1572265625
23;203.993057250977;23;214.409729003906;23;193.576385498047;23;205.064575195313;23;220.60107421875;23;208.002548217773;23;204.995880126953;23;221.374542236328;23;208.410171508789;23;199.652786254883;23;261.863433837891;23;199.652786254883;23;802.951354980469;23;775.173583984375;23;786.458374023438;23;805.638610839844;23;788.611633300781;23;808.589904785156;23;804.220886230469;23;789.740295410156;23;808.753723144531;23;795.717590332031;23;811.631958007813;23;795.717590332031;23;2019.09716796875;23;1996.52783203125;23;1995.65966796875;23;2005.08911132813;23;2004.72509765625;23;2011.94873046875;23;2000.41149902344;23;2005.84216308594;23;2011.1083984375;23;1987.84729003906;23;2024.01623535156;23;1987.84729003906;23;3200.52075195313;23;3144.09716796875;23;3166.66674804688;23;3177.90625;23;3151.7529296875;23;3178.46166992188;23;3170.1318359375;23;3154.25390625;23;3176.33544921875;23;3146.70141601563;23;3177.08349609375;23;3146.70141601563;23;3631.94458007813;23;3607.638671875;23;3599.82641601563;23;3607.6865234375;23;3615.82885742188;23;3611.79711914063;23;3600.37353515625;23;3616.39599609375;23;3608.8427734375;23;3572.04858398438;23;3644.38647460938;23;3572.04858398438;23;4026.90991210938;23;3967.8818359375;23;3992.1875;23;3993.57836914063;23;3975.29516601563;23;4002.83203125;23;3984.24389648438;23;3977.07788085938;23;3999.7744140625;23;3953.99291992188;23;3995.94897460938;23;3953.99291992188;23;4832.46533203125;23;4761.28466796875;23;4789.0625;23;4798.94970703125;23;4767.1767578125;23;4800.63916015625;23;4785.5986328125;23;4755.9990234375;23;5161.7548828125;23;4751.1572265625;23;4986.97900390625;23;4751.1572265625
